region,state,agro_zone,crop_type,crop_variety,soil_type,soil_pH,soil_nitrogen,soil_phosphorus,soil_potassium,rainfall_mm,temperature_C,fertilizer_type,fertilizer_amount_kg_ha,irrigation_type,yield_kg_ha,humidity
Northeast,Bauchi,Northern Guinea Savanna,Maize,DMR-LSR-Y,Clay Loam,7.3,119.6,86.9,136.8,877.5,23.8,Urea,80.5,Drip,4489.2,58.5
Northcentral,Kwara,Derived Savanna,Cassava,TMS 30572,Alluvial,5.9,111.7,40.1,124.6,1010.9,32.4,NPK,95.1,Rainfed,11093.2,69.2
Southsouth,Akwa Ibom,Humid Forest,Cassava,Oko-Iyawo,Sandy Loam,4.7,116.3,77.6,197.6,2356.7,30.3,None,0.0,None,9368.0,88.6
Southwest,Osun,Derived Savanna,Rice,FARO 44,Sandy Loam,6.4,90.8,11.3,44.2,1029.1,24.0,None,0.0,Rainfed,1267.0,53.6
Northeast,Adamawa,Northern Guinea Savanna,Beans,Sampea-14,Alluvial,4.1,7.9,108.4,47.5,809.7,24.1,Urea,158.5,Rainfed,492.5,43.8
Northcentral,Nasarawa,Northern Guinea Savanna,Sorghum,SK 5912,Clay Loam,6.0,107.2,99.0,80.1,769.7,29.0,Urea,149.0,Drip,3020.3,38.9
Southeast,Enugu,Humid Forest,Cassava,TMS 98/0505,Clay,7.3,24.1,20.5,181.8,2314.5,34.4,None,0.0,Rainfed,7689.8,70.2
Southeast,Ebonyi,Humid Forest,Cassava,TMS 98/0505,Sandy Loam,7.1,13.4,82.9,31.7,1659.2,30.8,NPK,31.2,Rainfed,1099.7,71.8
Southsouth,Delta,Humid Forest,Cassava,TMS 98/0505,Alluvial,4.1,29.6,64.9,115.5,2312.8,32.9,Organic,43.3,Drip,9441.8,69.0
Northwest,Kano,Sudan Savanna,Sorghum,CSR-01,Lateritic,5.4,113.0,84.0,160.0,660.5,37.5,NPK,25.4,Surface,2314.5,58.1
Southsouth,Delta,Humid Forest,Cassava,TMS 30572,Loamy,8.2,17.0,51.0,75.6,2392.9,25.2,Organic,160.4,Rainfed,8375.8,70.1
Southsouth,Delta,Derived Savanna,Yam,Yellow Yam,Clay,8.0,70.4,58.8,187.9,1253.4,33.6,Organic,59.9,Drip,6289.2,61.0
Northwest,Sokoto,Sudan Savanna,Sorghum,SAMSORG 14,Sandy,6.3,70.6,104.4,218.7,568.3,37.8,None,0.0,Rainfed,2347.0,46.3
Southwest,Oyo,Humid Forest,Rice,Ofada,Sandy Loam,6.8,69.8,108.2,20.5,2566.7,31.6,Urea,24.3,Rainfed,1145.8,69.0
Southwest,Ekiti,Humid Forest,Cassava,Oko-Iyawo,Lateritic,4.8,88.1,35.9,154.5,1899.2,29.8,NPK,162.2,Rainfed,11215.1,82.2
Northeast,Taraba,Northern Guinea Savanna,Sorghum,SAMSORG 17,Clay Loam,8.0,99.2,53.1,121.2,947.0,35.5,SSP,154.1,Rainfed,2398.3,36.7
Southeast,Anambra,Humid Forest,Rice,Ofada,Sandy Loam,5.6,105.1,79.3,210.9,2248.9,32.8,NPK,149.1,Rainfed,3798.7,70.4
Southsouth,Delta,Derived Savanna,Maize,SAMMAZ 14,Lateritic,6.9,123.5,103.9,45.9,1030.2,26.6,NPK,35.0,Rainfed,3813.4,56.3
Northwest,Zamfara,Sahel Savanna,Sorghum,SK 5912,Alluvial,5.1,50.9,52.6,31.9,455.7,31.4,NPK,146.7,Rainfed,1130.2,46.6
Northwest,Kebbi,Sudan Savanna,Sorghum,ICSV 400,Clay Loam,6.8,20.6,49.0,175.0,500.1,31.9,Urea,88.8,Rainfed,2268.8,49.1
Northcentral,Benue,Derived Savanna,Cassava,TMS 30572,Sandy Loam,4.3,44.6,106.9,79.0,1680.1,34.2,NPK,71.4,None,11177.6,75.0
Northeast,Borno,Sahel Savanna,Sorghum,SK 5912,Alluvial,5.3,102.4,56.3,17.5,511.2,30.3,NPK,123.3,Rainfed,649.5,29.4
Northcentral,Kwara,Derived Savanna,Cassava,TME 419,Clay,4.2,44.5,36.0,213.7,1199.0,32.3,NPK,98.7,Rainfed,9010.6,62.0
Northwest,Kebbi,Sahel Savanna,Sorghum,CSR-01,Sandy,4.0,97.2,69.3,164.8,394.4,39.5,Urea,94.9,Rainfed,731.6,44.4
Northeast,Gombe,Sudan Savanna,Sorghum,SAMSORG 17,Clay Loam,7.4,128.6,32.5,23.1,439.1,35.1,None,0.0,Rainfed,1835.3,27.5
Northeast,Borno,Sahel Savanna,Sorghum,SAMSORG 14,Loamy,7.8,89.7,26.2,137.4,374.7,32.0,NPK,117.3,Surface,2575.6,45.5
Southeast,Ebonyi,Humid Forest,Rice,FARO 44,Clay,7.1,135.9,43.3,57.4,2572.3,33.0,NPK,131.6,Rainfed,3309.4,64.9
Northeast,Adamawa,Northern Guinea Savanna,Cassava,NR 8082,Alluvial,5.7,5.5,25.0,45.1,1129.4,34.0,NPK,66.2,Rainfed,1753.6,39.6
Southwest,Oyo,Derived Savanna,Cassava,NR 8082,Clay,7.9,12.3,110.4,154.8,1672.5,33.7,Urea,167.9,Rainfed,7393.1,58.3
Southwest,Oyo,Humid Forest,Rice,Ofada,Sandy Loam,6.0,133.5,13.9,51.8,2043.5,24.3,SSP,76.1,Rainfed,2972.1,90.6
Northwest,Kaduna,Northern Guinea Savanna,Sorghum,SAMSORG 17,Sandy,6.7,73.5,88.6,13.2,1249.3,20.9,Organic,41.3,Rainfed,418.2,38.6
Northwest,Sokoto,Sudan Savanna,Sorghum,SAMSORG 17,Clay,7.5,21.9,62.7,89.2,718.4,36.3,NPK,116.9,Drip,2970.8,56.9
Southeast,Ebonyi,Humid Forest,Rice,Ofada,Sandy Loam,8.4,75.7,86.7,42.8,1543.9,27.5,NPK,153.1,Surface,2539.3,84.2
Southeast,Abia,Humid Forest,Cassava,Oko-Iyawo,Lateritic,4.2,32.9,79.3,56.5,1657.0,30.7,NPK,115.6,Rainfed,4522.9,93.9
Northcentral,Plateau,Northern Guinea Savanna,Cassava,TMS 30572,Clay,7.8,133.9,12.2,206.6,853.1,22.2,Urea,169.6,Rainfed,6232.6,61.3
Northcentral,Kogi,Derived Savanna,Maize,SAMMAZ 15,Clay,7.2,111.0,40.6,218.3,975.5,29.6,NPK,108.2,Rainfed,3944.2,55.3
Southsouth,Bayelsa,Humid Forest,Cassava,TMS 30572,Sandy,4.4,99.6,54.2,183.2,2306.3,24.4,NPK,70.8,Rainfed,9675.5,67.6
Northeast,Bauchi,Northern Guinea Savanna,Cassava,TMS 98/0505,Lateritic,6.6,131.1,72.9,173.8,995.1,34.5,NPK,26.7,Drip,10851.4,69.0
Northcentral,Benue,Derived Savanna,Cassava,TME 419,Sandy Loam,5.9,92.8,57.4,208.2,1450.1,26.3,NPK,141.7,Surface,11258.4,65.5
Northwest,Kano,Sudan Savanna,Sorghum,SAMSORG 17,Sandy,5.6,102.1,73.9,130.2,574.0,29.1,SSP,74.9,Rainfed,2115.2,29.5
Southwest,Ogun,Humid Forest,Cassava,NR 8082,Sandy Loam,4.2,65.1,108.8,203.9,2370.2,28.5,Urea,176.1,Rainfed,10118.7,78.2
Southwest,Osun,Derived Savanna,Cassava,NR 8082,Alluvial,8.0,31.7,33.4,86.3,1245.6,25.3,Urea,130.5,Drip,7619.3,54.9
Southsouth,Delta,Humid Forest,Rice,FARO 52,Clay,7.2,62.0,20.6,132.5,1627.5,34.6,NPK,45.5,Rainfed,3462.5,89.7
Southwest,Oyo,Derived Savanna,Cassava,TME 419,Loamy,4.1,44.4,107.2,79.0,1038.0,24.1,NPK,54.9,Drip,9833.0,84.3
Northcentral,Benue,Derived Savanna,Cassava,TME 419,Alluvial,7.0,137.0,19.5,142.3,1644.3,29.1,NPK,153.9,Surface,9220.9,56.7
Northeast,Gombe,Sudan Savanna,Tomato,Dan Mazari,Alluvial,5.3,56.2,67.3,147.2,839.3,26.8,NPK,95.0,Rainfed,12840.3,55.7
Northwest,Zamfara,Sudan Savanna,Sorghum,SAMSORG 14,Sandy,7.9,131.0,41.6,204.6,603.6,28.0,NPK,35.7,Rainfed,2588.2,27.6
Northwest,Kano,Sudan Savanna,Sorghum,SAMSORG 14,Lateritic,6.1,45.4,54.2,50.4,869.4,34.3,NPK,70.7,Surface,2798.0,43.6
Southsouth,Akwa Ibom,Humid Forest,Cassava,NR 8082,Loamy,7.0,5.9,26.4,143.4,2262.7,33.2,NPK,149.7,Rainfed,2719.3,65.1
Northwest,Sokoto,Sudan Savanna,Sorghum,ICSV 400,Lateritic,5.0,118.2,96.1,70.6,701.7,37.3,SSP,173.9,Drip,2110.7,54.1
Northwest,Katsina,Northern Guinea Savanna,Tomato,Dan Eka,Loamy,4.4,47.4,77.5,198.6,771.5,26.6,None,0.0,Surface,9091.5,58.3
Southeast,Anambra,Humid Forest,Cassava,TMS 30572,Sandy,4.3,35.3,28.0,74.6,2269.6,30.4,Urea,85.6,Rainfed,9752.0,83.9
Northeast,Taraba,Northern Guinea Savanna,Sorghum,SK 5912,Lateritic,5.9,42.1,43.6,155.5,758.3,29.7,NPK,133.2,Rainfed,2903.3,41.1
Northwest,Kano,Sudan Savanna,Sorghum,ICSV 400,Loamy,8.4,107.5,24.9,19.7,764.3,29.6,Organic,168.1,Surface,1577.1,35.5
Southsouth,Edo,Derived Savanna,Rice,FARO 52,Loamy,6.8,74.3,77.6,26.7,1168.0,31.3,NPK,24.4,Rainfed,2420.7,66.0
Southsouth,Bayelsa,Humid Forest,Cassava,TME 419,Loamy,4.8,23.7,7.7,44.3,2399.9,25.5,NPK,94.3,Rainfed,2308.4,91.2
Southsouth,Rivers,Humid Forest,Rice,Ofada,Loamy,6.2,107.9,57.0,136.0,2356.3,31.0,Urea,96.3,None,3736.1,92.3
Northcentral,Benue,Derived Savanna,Rice,FARO 44,Clay Loam,5.2,92.8,55.4,59.2,1277.1,29.5,NPK,140.0,Rainfed,3420.1,77.1
Northcentral,Niger,Northern Guinea Savanna,Cassava,TME 419,Lateritic,7.3,53.7,49.2,148.1,1234.3,35.7,Organic,126.4,Sprinkler,9119.9,55.1
Northcentral,Kogi,Derived Savanna,Cassava,TMS 98/0505,Alluvial,7.5,113.0,9.7,131.7,1277.7,28.4,NPK,168.6,Rainfed,8361.4,63.0
Southwest,Osun,Derived Savanna,Maize,DMR-LSR-Y,Loamy,7.5,97.1,76.9,46.0,1008.3,27.4,None,0.0,Sprinkler,3738.3,52.7
Northcentral,Benue,Derived Savanna,Rice,Ofada,Loamy,5.1,147.9,29.3,18.6,1124.3,31.7,NPK,83.2,Rainfed,840.1,79.6
Southeast,Imo,Humid Forest,Cassava,Oko-Iyawo,Clay Loam,6.1,21.6,18.5,207.0,1464.8,27.4,None,0.0,Rainfed,10506.7,76.6
Northwest,Katsina,Northern Guinea Savanna,Maize,SAMMAZ 15,Loamy,7.3,86.6,59.6,134.0,954.7,24.2,NPK,122.3,Surface,4261.0,58.0
Northeast,Taraba,Northern Guinea Savanna,Sorghum,SAMSORG 14,Clay Loam,4.4,144.4,66.1,28.2,1082.0,30.3,Organic,169.0,Rainfed,1247.9,53.8
Northwest,Sokoto,Sahel Savanna,Sorghum,SAMSORG 14,Alluvial,7.7,75.1,17.3,35.5,333.0,28.9,Organic,68.4,Rainfed,1984.5,37.4
Northcentral,Kwara,Derived Savanna,Pepper,Shombo,Sandy,7.4,113.5,77.8,135.2,1398.2,31.6,NPK,129.9,Rainfed,4380.2,57.6
Northcentral,Kogi,Derived Savanna,Pepper,Atarugu,Lateritic,7.8,140.6,81.7,127.7,1382.9,31.9,NPK,158.2,Drip,4335.6,71.2
Southwest,Osun,Derived Savanna,Cassava,TMS 98/0505,Alluvial,7.2,16.1,34.2,91.5,1044.7,23.8,Urea,172.5,Drip,9005.5,78.2
Northwest,Sokoto,Sudan Savanna,Sorghum,SK 5912,Lateritic,6.6,79.3,86.8,66.2,565.4,35.2,Urea,120.3,Rainfed,2323.6,38.6
Northwest,Katsina,Northern Guinea Savanna,Cassava,Oko-Iyawo,Clay,4.5,106.3,35.8,182.0,1152.0,23.3,NPK,83.6,Drip,9303.1,62.4
Northcentral,Nasarawa,Derived Savanna,Tomato,Dan Eka,Sandy,6.6,37.7,67.8,59.0,1412.6,30.9,NPK,87.9,Drip,8997.5,53.7
Southwest,Oyo,Derived Savanna,Cassava,TMS 98/0505,Loamy,3.9,32.2,29.9,60.0,1026.8,32.6,NPK,167.5,Sprinkler,5392.8,64.3
Southsouth,Rivers,Humid Forest,Cassava,TMS 98/0505,Loamy,5.1,88.8,53.6,144.4,1649.2,31.8,NPK,132.5,Rainfed,13257.2,85.4
Northwest,Zamfara,Sudan Savanna,Sorghum,SAMSORG 17,Lateritic,7.4,74.1,11.5,200.9,669.9,35.2,Organic,21.9,Drip,1578.2,46.8
Southsouth,Delta,Derived Savanna,Rice,FARO 52,Sandy,7.1,93.1,17.0,22.3,1651.7,28.1,NPK,101.7,Surface,1514.2,52.6
Southeast,Abia,Humid Forest,Cassava,TMS 30572,Alluvial,5.2,90.2,10.9,117.3,2065.9,27.4,None,0.0,Rainfed,10005.7,85.7
Southeast,Ebonyi,Humid Forest,Rice,Ofada,Alluvial,6.9,71.0,92.2,176.5,2496.8,30.7,None,0.0,Surface,3282.9,74.9
Southsouth,Cross River,Humid Forest,Rice,FARO 44,Alluvial,7.6,70.0,110.7,179.4,2145.9,26.8,Urea,153.5,Rainfed,3204.7,91.4
Northcentral,Plateau,Northern Guinea Savanna,Cassava,NR 8082,Clay,4.1,120.1,58.1,169.9,739.6,24.7,NPK,153.6,Rainfed,4359.1,45.8
Southsouth,Edo,Humid Forest,Cassava,NR 8082,Alluvial,7.3,23.2,24.1,113.2,2474.8,34.5,Organic,46.7,Rainfed,9201.6,71.8
Southsouth,Edo,Derived Savanna,Cassava,TME 419,Lateritic,5.2,31.8,81.3,219.5,1584.4,28.9,NPK,119.6,Surface,11200.1,77.7
Southwest,Oyo,Derived Savanna,Yam,Yellow Yam,Sandy Loam,6.8,39.1,67.7,111.1,1425.3,24.0,None,0.0,Rainfed,6245.4,68.3
Northeast,Bauchi,Sudan Savanna,Sorghum,ICSV 400,Clay Loam,6.0,32.0,7.0,101.0,795.9,34.2,NPK,92.3,Drip,389.4,50.4
Southeast,Enugu,Humid Forest,Cassava,TME 419,Lateritic,6.5,44.5,77.3,220.0,2186.4,32.8,NPK,90.3,Rainfed,11245.8,93.1
Southsouth,Akwa Ibom,Humid Forest,Rice,Ofada,Lateritic,6.5,126.3,98.6,116.0,2503.6,28.6,Organic,31.5,Rainfed,3875.0,69.6
Northcentral,Kogi,Derived Savanna,Maize,SAMMAZ 14,Lateritic,6.2,94.3,40.7,37.1,1193.7,31.3,NPK,32.7,Rainfed,3102.8,62.4
Northeast,Yobe,Sudan Savanna,Sorghum,SAMSORG 17,Loamy,6.9,27.0,15.8,96.2,694.6,33.0,None,0.0,Drip,3044.4,42.6
Northcentral,Kwara,Derived Savanna,Cassava,TMS 98/0505,Lateritic,8.2,15.3,95.9,182.5,1042.9,32.8,Organic,37.0,Rainfed,7892.6,54.1
Southwest,Lagos,Humid Forest,Rice,NERICA-4,Sandy Loam,6.0,54.2,67.4,44.7,1876.4,31.6,Organic,110.3,Rainfed,2939.0,94.3
Northwest,Katsina,Sudan Savanna,Sorghum,ICSV 400,Loamy,4.4,72.3,13.6,120.8,551.0,29.2,Urea,55.4,Rainfed,999.7,44.3
Southsouth,Delta,Derived Savanna,Cassava,TMS 30572,Loamy,4.0,98.3,102.9,126.1,1157.3,23.7,NPK,162.8,Sprinkler,9284.9,76.4
Southeast,Anambra,Humid Forest,Yam,Yellow Yam,Clay Loam,8.1,145.0,98.2,210.2,1676.6,24.8,NPK,44.8,Rainfed,6796.5,97.4
Northcentral,Nasarawa,Derived Savanna,Maize,Oba Super-1,Sandy,7.4,129.3,69.0,167.1,1145.2,26.2,NPK,139.6,Rainfed,3620.8,77.9
Northeast,Yobe,Sahel Savanna,Sorghum,CSR-01,Alluvial,6.0,90.8,12.8,11.7,601.0,34.2,NPK,26.8,Rainfed,177.3,32.4
Northeast,Borno,Sahel Savanna,Sorghum,SAMSORG 17,Sandy,7.3,53.7,94.4,86.7,711.6,37.9,Urea,82.5,Rainfed,1845.4,42.8
Northeast,Yobe,Sudan Savanna,Sorghum,ICSV 400,Loamy,4.0,31.7,9.3,144.9,871.8,30.0,NPK,158.4,Rainfed,678.9,43.5
Northwest,Katsina,Northern Guinea Savanna,Beans,IT97K-499-35,Lateritic,5.6,116.8,105.6,97.5,1020.6,20.5,NPK,29.5,Rainfed,1293.5,39.9
Southsouth,Edo,Derived Savanna,Cassava,Oko-Iyawo,Lateritic,4.0,47.0,13.5,124.7,1039.0,23.9,Urea,57.9,Drip,9279.8,58.0
Northcentral,Niger,Derived Savanna,Cassava,TMS 30572,Lateritic,6.7,105.1,13.5,176.6,1436.4,22.9,Urea,52.9,Rainfed,9578.3,63.0
Northwest,Kaduna,Northern Guinea Savanna,Cassava,Oko-Iyawo,Loamy,4.3,42.1,40.0,151.7,1008.9,29.6,SSP,74.1,Rainfed,10266.6,70.8
Northwest,Sokoto,Sahel Savanna,Sorghum,SAMSORG 14,Lateritic,6.3,13.6,33.7,116.2,302.5,41.9,NPK,53.9,Rainfed,785.7,21.0
Southwest,Ogun,Humid Forest,Rice,FARO 44,Lateritic,4.2,58.7,94.2,49.8,2401.4,27.2,NPK,125.0,Surface,2190.4,73.5
Southwest,Osun,Derived Savanna,Pepper,Tatase,Lateritic,7.8,121.6,99.9,165.3,1065.9,26.4,NPK,89.1,Rainfed,4412.1,57.5
Southwest,Oyo,Derived Savanna,Cassava,TMS 98/0505,Loamy,6.2,142.7,29.5,133.7,1186.7,31.5,Organic,73.9,Surface,12335.4,59.7
Southsouth,Edo,Derived Savanna,Yam,Pona,Lateritic,8.0,127.9,20.1,183.6,1635.0,23.6,NPK,97.7,Drip,6444.0,70.9
Northcentral,Nasarawa,Northern Guinea Savanna,Sorghum,SAMSORG 17,Sandy,6.4,111.4,13.0,62.3,1166.6,30.8,NPK,24.9,Rainfed,1647.7,52.7
Southwest,Osun,Derived Savanna,Pepper,Atarugu,Lateritic,8.3,89.4,49.7,118.9,1507.7,25.2,Urea,143.5,Rainfed,4126.1,56.8
Northcentral,Kwara,Derived Savanna,Maize,SAMMAZ 14,Clay Loam,6.6,87.6,110.7,96.2,959.4,26.2,Organic,173.0,Rainfed,3892.9,80.9
Northeast,Bauchi,Sudan Savanna,Sorghum,ICSV 400,Lateritic,6.9,38.2,7.4,47.4,867.7,40.1,NPK,170.1,Rainfed,348.6,36.5
Southsouth,Delta,Derived Savanna,Cassava,Oko-Iyawo,Clay Loam,4.4,130.7,103.4,98.0,914.4,29.8,NPK,159.4,Rainfed,8551.8,60.2
Northeast,Yobe,Sahel Savanna,Sorghum,CSR-01,Lateritic,4.4,70.7,10.6,19.3,689.3,37.8,SSP,44.1,None,746.9,51.5
Northeast,Bauchi,Sudan Savanna,Sorghum,SK 5912,Sandy,4.0,89.0,50.3,203.4,829.1,37.8,NPK,150.1,Rainfed,810.1,55.3
Northeast,Bauchi,Sudan Savanna,Sorghum,ICSV 400,Loamy,5.6,103.7,84.2,152.3,864.9,34.9,Urea,25.7,Rainfed,2215.1,33.1
Southwest,Osun,Derived Savanna,Beans,Sampea-14,Loamy,7.4,16.1,70.9,48.1,1282.6,27.9,NPK,123.5,Rainfed,1186.3,81.6
Southwest,Lagos,Humid Forest,Rice,FARO 52,Alluvial,7.8,141.3,82.8,211.1,1734.4,29.6,NPK,68.9,Surface,3107.1,67.9
Northeast,Bauchi,Northern Guinea Savanna,Cassava,TMS 30572,Loamy,5.9,116.7,8.1,184.4,1006.2,22.9,NPK,127.8,Rainfed,6982.9,51.0
Southwest,Oyo,Derived Savanna,Maize,DMR-LSR-Y,Clay Loam,6.0,117.0,53.2,46.3,1068.2,29.5,None,0.0,Surface,3926.4,61.6
Southwest,Oyo,Humid Forest,Cassava,TMS 98/0505,Sandy,4.9,121.5,77.8,136.8,1902.9,25.1,NPK,146.4,Rainfed,11370.4,84.4
Northeast,Yobe,Sudan Savanna,Sorghum,ICSV 400,Loamy,4.7,56.8,75.9,21.1,883.2,36.1,NPK,27.1,Rainfed,1238.8,25.3
Southeast,Abia,Humid Forest,Cassava,Oko-Iyawo,Sandy Loam,4.8,61.9,10.8,81.9,1646.6,25.8,Organic,81.4,Rainfed,12065.9,68.2
Southsouth,Edo,Derived Savanna,Maize,DTMA,Loamy,5.6,92.2,93.3,70.7,1077.7,23.0,Organic,78.7,Rainfed,3930.2,77.4
Northeast,Yobe,Sahel Savanna,Sorghum,SAMSORG 17,Clay Loam,7.4,54.0,51.4,166.8,472.6,34.5,Urea,72.3,Sprinkler,3004.0,27.4
Southsouth,Delta,Derived Savanna,Maize,DTMA,Sandy,6.5,77.7,98.7,48.3,1189.0,26.8,Urea,59.3,Rainfed,3526.2,59.6
Northcentral,Kogi,Derived Savanna,Maize,DTMA,Clay,6.6,84.3,44.9,91.1,1314.2,24.6,NPK,159.1,Rainfed,3191.0,50.8
Northwest,Kaduna,Northern Guinea Savanna,Cassava,TMS 98/0505,Clay,4.1,127.3,32.4,182.7,825.9,30.9,Organic,33.2,Rainfed,4515.2,46.4
Southsouth,Bayelsa,Humid Forest,Yam,White Yam,Clay Loam,8.3,62.6,76.5,170.4,1703.3,32.4,Urea,33.3,Rainfed,6655.8,66.5
Southsouth,Delta,Derived Savanna,Cassava,TMS 98/0505,Sandy Loam,6.6,72.5,48.5,81.0,1487.4,31.1,SSP,170.7,Rainfed,10448.4,57.0
Northeast,Gombe,Sudan Savanna,Sorghum,SK 5912,Sandy,4.2,76.1,86.6,134.8,519.6,30.6,NPK,32.3,None,872.9,31.2
Southwest,Ondo,Humid Forest,Cassava,NR 8082,Alluvial,5.2,7.1,36.3,46.4,1567.3,24.6,Organic,69.8,Rainfed,2177.5,83.5
Northwest,Katsina,Northern Guinea Savanna,Tomato,Roma VF,Sandy,4.4,108.3,75.9,48.0,1252.7,23.1,NPK,152.2,Rainfed,8776.0,72.7
Southwest,Lagos,Humid Forest,Cassava,TME 419,Sandy Loam,8.2,24.2,77.7,121.6,2113.4,32.2,NPK,174.5,Rainfed,8367.1,94.0
Northwest,Kaduna,Northern Guinea Savanna,Cassava,TMS 30572,Sandy Loam,8.5,14.8,102.1,104.1,1275.0,23.2,Urea,94.1,Drip,7432.2,55.9
Southsouth,Bayelsa,Humid Forest,Cassava,TMS 30572,Clay,4.2,16.5,12.5,47.4,2381.4,28.8,NPK,51.5,Surface,1999.7,79.4
Southwest,Osun,Derived Savanna,Maize,Oba Super-1,Clay Loam,8.4,89.5,36.5,178.9,1348.0,33.2,Organic,125.5,Rainfed,3451.5,57.8
Northcentral,Plateau,Northern Guinea Savanna,Pepper,Bawa,Lateritic,8.3,101.1,76.1,95.7,1103.0,34.9,Urea,33.0,Surface,3981.7,73.0
Northcentral,Niger,Derived Savanna,Cassava,Oko-Iyawo,Sandy,4.7,19.4,55.0,151.2,1073.0,29.4,None,0.0,Drip,10200.7,85.2
Northeast,Gombe,Sudan Savanna,Sorghum,SAMSORG 14,Sandy,5.1,29.1,47.6,153.7,899.3,26.6,NPK,134.9,Rainfed,1711.8,55.0
Northcentral,Niger,Derived Savanna,Maize,SAMMAZ 14,Clay,6.3,100.7,42.9,37.2,1179.0,34.8,NPK,104.3,Rainfed,3240.4,55.4
Southsouth,Delta,Derived Savanna,Maize,DTMA,Clay Loam,8.2,85.3,80.8,35.5,1307.4,33.4,NPK,81.7,Rainfed,3057.0,61.7
Southsouth,Edo,Derived Savanna,Rice,NERICA-4,Alluvial,6.3,53.7,63.5,20.2,1116.0,28.6,Organic,61.4,Surface,1243.1,58.5
Southwest,Osun,Derived Savanna,Cassava,TMS 98/0505,Clay Loam,6.8,36.1,100.4,70.3,1522.9,28.2,NPK,174.5,Rainfed,7836.6,76.3
Northcentral,Niger,Derived Savanna,Pepper,Nsukka Yellow,Sandy Loam,8.2,49.0,102.9,121.3,1082.2,32.5,Urea,109.1,Rainfed,4070.3,51.0
Southsouth,Edo,Derived Savanna,Rice,Ofada,Clay Loam,8.2,113.5,9.6,47.3,1229.1,29.4,NPK,158.0,Rainfed,1063.8,86.1
Northcentral,Niger,Northern Guinea Savanna,Sorghum,SAMSORG 14,Sandy,5.6,69.8,15.7,204.3,830.9,35.2,NPK,67.6,Rainfed,2509.1,62.7
Northcentral,Niger,Northern Guinea Savanna,Beans,Sampea-7,Sandy,6.3,9.7,59.7,151.5,840.4,27.9,NPK,176.8,Rainfed,1557.4,48.3
Northeast,Adamawa,Northern Guinea Savanna,Sorghum,SAMSORG 14,Alluvial,7.3,130.8,27.0,188.1,1272.6,22.6,SSP,137.8,Rainfed,1341.5,38.0
Northwest,Zamfara,Sahel Savanna,Sorghum,SAMSORG 17,Clay,8.1,68.9,57.4,29.3,443.7,38.6,Urea,141.7,Rainfed,1265.4,21.2
Southeast,Imo,Humid Forest,Rice,Ofada,Alluvial,7.3,66.9,105.3,48.9,1825.5,31.8,NPK,57.6,Rainfed,3529.6,100
Northcentral,Kogi,Derived Savanna,Pepper,Bawa,Loamy,6.4,60.9,88.0,210.2,1168.3,24.5,Organic,158.6,Drip,4796.2,61.6
Northwest,Sokoto,Sudan Savanna,Sorghum,CSR-01,Clay Loam,4.7,132.3,47.5,183.1,655.8,35.7,Urea,158.4,Rainfed,1288.7,23.9
Southwest,Kwara,Derived Savanna,Rice,Ofada,Alluvial,8.0,97.2,28.6,64.8,1518.2,29.8,NPK,112.1,Rainfed,2999.1,87.5
Southsouth,Cross River,Humid Forest,Rice,NERICA-1,Sandy Loam,8.2,89.5,35.2,24.1,1516.8,34.5,NPK,85.8,Rainfed,1863.2,93.8
Northwest,Katsina,Northern Guinea Savanna,Pepper,Tatase,Loamy,8.1,143.8,27.3,204.0,1145.1,27.5,NPK,173.1,Rainfed,3927.8,58.8
Southeast,Abia,Humid Forest,Rice,FARO 44,Lateritic,8.1,36.9,45.5,43.6,2488.2,29.2,NPK,93.6,Rainfed,918.4,71.7
Southeast,Imo,Humid Forest,Rice,FARO 44,Sandy,6.8,61.1,15.1,67.0,2023.4,33.9,NPK,132.5,Drip,3462.8,83.5
Northwest,Katsina,Northern Guinea Savanna,Cassava,Oko-Iyawo,Alluvial,7.4,24.3,7.0,189.7,1062.8,25.6,Urea,141.4,Rainfed,6857.1,60.6
Northcentral,Benue,Derived Savanna,Maize,DMR-LSR-Y,Alluvial,8.5,122.9,93.7,172.1,1148.3,32.6,NPK,143.1,Rainfed,3042.6,52.8
Southsouth,Edo,Derived Savanna,Cassava,TME 419,Clay Loam,6.1,76.4,11.0,81.7,1216.3,32.0,NPK,152.8,Rainfed,11019.1,62.1
Northeast,Bauchi,Sudan Savanna,Sorghum,SAMSORG 14,Clay Loam,4.1,45.8,20.7,144.5,576.5,39.9,NPK,147.3,Rainfed,868.4,21.0
Northwest,Katsina,Northern Guinea Savanna,Beans,IT90K-277-2,Sandy Loam,8.0,17.1,73.0,36.4,1101.8,21.4,NPK,102.5,Rainfed,1324.0,56.2
Northeast,Yobe,Sahel Savanna,Sorghum,CSR-01,Loamy,4.1,26.1,46.9,102.7,239.1,34.2,Urea,159.6,Rainfed,503.0,15.4
Southeast,Imo,Humid Forest,Cassava,NR 8082,Sandy,4.3,128.0,34.2,209.5,2389.0,26.8,NPK,130.0,Rainfed,8975.1,100
Northeast,Borno,Sahel Savanna,Sorghum,ICSV 400,Sandy,4.7,113.7,93.9,46.2,252.8,34.8,Urea,177.7,Rainfed,1032.6,28.4
Southwest,Ekiti,Humid Forest,Cassava,TME 419,Loamy,7.3,60.2,7.3,53.3,1954.3,31.3,NPK,36.7,Surface,3946.9,72.2
